Wall time,Step,Value
1686838160.6297424,1,0.6996088027954102
1686838164.1369724,2,0.6980008482933044
1686838167.861671,3,0.6979450583457947
1686838171.8291857,4,0.6974748373031616
1686838175.4492192,5,0.6973296403884888
1686838179.1465156,6,0.6971648335456848
1686838182.747348,7,0.6962523460388184
1686838186.742966,8,0.6960960030555725
1686838190.6332295,9,0.6949917078018188
1686838194.394192,10,0.6955809593200684
1686838198.284267,11,0.6938885450363159
1686838202.5052712,12,0.6921617984771729
1686838207.1734662,13,0.6648697257041931
1686838211.6239383,14,0.6122207045555115
1686838215.9117398,15,0.5929041504859924
1686838220.2664711,16,0.5793190598487854
1686838224.7012079,17,0.5812882781028748
1686838228.9913473,18,0.5980998873710632
1686838233.4877183,19,0.5797930359840393
1686838237.6695287,20,0.5838287472724915
1686838241.9205317,21,0.59355229139328
1686838246.1142828,22,0.5926476716995239
1686838250.1894264,23,0.5891749858856201
1686838254.1722991,24,0.5834085941314697
1686838258.2134452,25,0.5815743207931519
1686838262.1974747,26,0.5764530897140503
1686838266.2760975,27,0.5785873532295227
1686838270.456776,28,0.5767717361450195
1686838274.5011787,29,0.5824019908905029
1686838278.5366414,30,0.5807312726974487
1686838282.8285356,31,0.5863285064697266
1686838286.8863559,32,0.5834715366363525
1686838291.076201,33,0.585328996181488
1686838295.1610441,34,0.5776538848876953
1686838299.3035939,35,0.5810416340827942
1686838303.4313161,36,0.5759859085083008
1686838307.4597611,37,0.5832465291023254
1686838311.7968435,38,0.576693058013916
1686838315.9094262,39,0.5775529146194458
1686838319.9253097,40,0.5782384872436523
1686838324.034263,41,0.5797090530395508
1686838327.9223232,42,0.5803008675575256
1686838331.9954324,43,0.575296938419342
1686838336.2443151,44,0.5810832381248474
1686838340.3634677,45,0.5796981453895569
1686838344.37474,46,0.5788305401802063
1686838348.628924,47,0.576359748840332
1686838352.989318,48,0.5815877914428711
1686838357.1733246,49,0.5810415148735046
1686838361.435362,50,0.5803946256637573
1686838365.6787357,51,0.5734198689460754
1686838369.7429402,52,0.584465742111206
1686838373.8704505,53,0.5794613361358643
1686838377.9113598,54,0.5765105485916138
1686838382.1152518,55,0.5886977910995483
1686838386.4201007,56,0.5862760543823242
1686838390.8206701,57,0.5913251042366028
1686838394.838398,58,0.5852708220481873
1686838398.9268694,59,0.5821146368980408
1686838403.0590968,60,0.5809884071350098
1686838407.0957015,61,0.5800831317901611
1686838411.2138703,62,0.5828603506088257
1686838415.2303398,63,0.5793681144714355
1686838419.7241533,64,0.5794827342033386
1686838423.9270082,65,0.5784269571304321
1686838428.0759912,66,0.588935375213623
1686838432.170433,67,0.6315636038780212
1686838436.165235,68,0.6250404715538025
1686838440.1277146,69,0.6282264590263367
1686838444.169427,70,0.6090322732925415
1686838448.2717497,71,0.613401472568512
1686838452.2274575,72,0.610325276851654
1686838456.2851079,73,0.6083697080612183
1686838460.3266566,74,0.6105946898460388
1686838464.4932353,75,0.6195677518844604
1686838468.471902,76,0.6186192631721497
1686838472.5930436,77,0.6191417574882507
1686838476.5123708,78,0.6161583065986633
1686838480.7137485,79,0.6103043556213379
1686838484.7384567,80,0.6079263091087341
1686838488.7684715,81,0.6117187738418579
1686838493.0934477,82,0.6143180131912231
1686838497.120292,83,0.6062641739845276
1686838501.1019838,84,0.6058987379074097
1686838505.3207147,85,0.6058504581451416
1686838509.4444132,86,0.606814444065094
1686838513.4910164,87,0.6127608418464661
1686838517.3557203,88,0.6003546714782715
1686838521.2751715,89,0.6082778573036194
1686838525.3045998,90,0.6018741726875305
1686838529.235001,91,0.605378270149231
1686838533.189233,92,0.6135416626930237
1686838537.2084985,93,0.6042782068252563
1686838541.2734594,94,0.6052923798561096
1686838545.4579856,95,0.6076247692108154
1686838549.4565978,96,0.6176441311836243
1686838553.4386015,97,0.60089111328125
1686838557.4095676,98,0.6051725149154663
1686838561.5441625,99,0.5972915887832642
1686838565.8522038,100,0.6071794033050537
1686838569.8995717,101,0.5960970520973206
1686838573.9886405,102,0.5985100865364075
1686838578.1196864,103,0.5920653939247131
1686838582.2746048,104,0.5893129110336304
1686838586.443228,105,0.5957064628601074
1686838590.615247,106,0.5922777056694031
1686838594.9620516,107,0.5841593742370605
1686838599.148381,108,0.5851823687553406
1686838603.3346064,109,0.5857126712799072
1686838607.5429742,110,0.5887090563774109
1686838611.633661,111,0.5873335003852844
1686838615.7563288,112,0.5932633280754089
1686838619.921346,113,0.587344229221344
1686838624.1008918,114,0.5878779888153076
1686838628.2910566,115,0.5934840440750122
1686838632.4788568,116,0.5816367268562317
1686838636.7012935,117,0.5880598425865173
1686838640.938389,118,0.5767019391059875
1686838645.0091257,119,0.5767717957496643
1686838649.1867192,120,0.5839151740074158
1686838653.5089576,121,0.5875399112701416
1686838657.8745978,122,0.5966621041297913
1686838662.1368058,123,0.5844864249229431
1686838666.2536874,124,0.582525908946991
1686838670.4681141,125,0.5751619338989258
1686838674.59738,126,0.5793443322181702
1686838678.8080802,127,0.5849289894104004
1686838683.2125664,128,0.5790442228317261
1686838687.4901936,129,0.5792213678359985
1686838691.6042864,130,0.5816254019737244
1686838695.9192178,131,0.5799844264984131
1686838700.1417465,132,0.5771180391311646
1686838704.1644468,133,0.5866732001304626
1686838708.3194218,134,0.5828699469566345
1686838712.436994,135,0.5768144130706787
1686838716.4993625,136,0.579199492931366
1686838720.5645185,137,0.5829236507415771
1686838724.7086573,138,0.5709933042526245
1686838728.9956877,139,0.57379150390625
1686838733.3354938,140,0.5774641036987305
1686838737.8688035,141,0.5699795484542847
1686838742.0528793,142,0.5598495006561279
1686838746.35533,143,0.5691947937011719
1686838750.7543375,144,0.5696572065353394
1686838755.0554564,145,0.5558826923370361
1686838759.2592041,146,0.5639095306396484
1686838763.4234216,147,0.5551992654800415
1686838767.8533707,148,0.5674270987510681
1686838772.4623752,149,0.5626469254493713
1686838776.7314508,150,0.5550448894500732
1686838781.0493484,151,0.5447344779968262
1686838785.4039397,152,0.5517454147338867
1686838789.679963,153,0.5559705495834351
1686838794.0277398,154,0.5537770986557007
1686838798.306218,155,0.5444768071174622
1686838802.8164282,156,0.5475596785545349
1686838807.3840067,157,0.5419782996177673
1686838812.0335007,158,0.5493565797805786
1686838816.308293,159,0.5493484139442444
1686838820.5815973,160,0.5602292418479919
1686838824.967758,161,0.5446349382400513
1686838829.3390546,162,0.5618436336517334
1686838833.5345342,163,0.5503796935081482
1686838837.8386078,164,0.5540047287940979
1686838842.2523754,165,0.5539172887802124
1686838846.5056276,166,0.5525172352790833
1686838850.7483854,167,0.5500747561454773
1686838854.8170414,168,0.5472983717918396
1686838859.3608527,169,0.5429642200469971
1686838863.6082087,170,0.5380462408065796
1686838867.8983557,171,0.550834059715271
1686838872.2267194,172,0.549769937992096
1686838876.582589,173,0.5398738980293274
1686838880.8045852,174,0.543677031993866
1686838884.9801505,175,0.5486622452735901
1686838889.3680975,176,0.5399824976921082
1686838893.8094995,177,0.5564740300178528
1686838898.073641,178,0.5411760807037354
1686838902.2848604,179,0.5443774461746216
1686838906.5337284,180,0.5471204519271851
1686838910.8269186,181,0.5662699937820435
1686838914.9794097,182,0.5517461895942688
1686838919.2826316,183,0.5558167099952698
1686838923.5394065,184,0.5557820796966553
1686838927.911344,185,0.5467135310173035
1686838932.3995798,186,0.5425715446472168
1686838936.5744822,187,0.5372642874717712
1686838940.8529885,188,0.5511682629585266
1686838945.349387,189,0.539115846157074
1686838949.4984243,190,0.5421311855316162
1686838953.7590644,191,0.5387206077575684
1686838958.0227234,192,0.5451488494873047
1686838962.4758863,193,0.5439609289169312
1686838966.6996188,194,0.5444250106811523
1686838971.135771,195,0.5410390496253967
1686838975.6497297,196,0.5540658831596375
1686838979.9254985,197,0.5340943336486816
1686838984.1436281,198,0.5516604781150818
1686838988.7365682,199,0.5355037450790405
1686838993.1432643,200,0.5321338772773743
1686838997.504092,201,0.5334382057189941
1686839001.970669,202,0.5311408042907715
1686839006.2931435,203,0.5253006815910339
1686839010.528119,204,0.5250613689422607
1686839014.9547138,205,0.5304356217384338
1686839019.5337248,206,0.5285319089889526
1686839023.9949446,207,0.5189329385757446
1686839028.641196,208,0.5318671464920044
1686839033.1004312,209,0.5315321087837219
1686839037.3318577,210,0.5233007073402405
1686839041.5114436,211,0.5202785730361938
1686839045.8825216,212,0.5259182453155518
1686839050.197584,213,0.5260829925537109
1686839054.3900337,214,0.5139499306678772
1686839058.8514843,215,0.5181207656860352
1686839063.1964073,216,0.5128759145736694
1686839067.5709429,217,0.5169335603713989
1686839071.8295612,218,0.5187004804611206
1686839076.2321987,219,0.5153331160545349
1686839080.5650094,220,0.5158213973045349
1686839084.9626153,221,0.5238391160964966
1686839089.2070284,222,0.5126863718032837
1686839093.3905268,223,0.5063443183898926
1686839097.7736058,224,0.500537633895874
1686839102.1348116,225,0.5065502524375916
1686839106.4066243,226,0.5062036514282227
1686839110.860522,227,0.5094922780990601
1686839115.575887,228,0.5021461844444275
1686839119.9609601,229,0.5041109323501587
1686839124.2945673,230,0.500685453414917
1686839128.4958627,231,0.49506840109825134
1686839132.8045955,232,0.49947354197502136
1686839137.0174663,233,0.4877820909023285
1686839141.480652,234,0.4915550649166107
1686839145.6018765,235,0.4918974041938782
1686839150.0207634,236,0.502697765827179
1686839154.3587406,237,0.49210605025291443
1686839158.7194564,238,0.5000753998756409
1686839163.0782704,239,0.49480628967285156
1686839167.264723,240,0.5044642686843872
1686839171.4164176,241,0.5063763856887817
1686839175.6033845,242,0.4991970956325531
1686839180.0040064,243,0.5050553679466248
